No,current_date,seed_date,house,sweet,sweet_category,width,height,size,url,AveCO2_7,AveSatu_7,AveHum_7,AveTemp_7,AveMaxTemp_7,AveMinTemp_7,AveDiffTemp_7,SumMaxTemp_7,SumMinTemp_7,SumDiffTemp_7,COL_21
11,11月28日,3月13日,2,4.5,2,2.2,2.8,6.16,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPibkVMseg_d_1_rOY%2Fimage%3A269?alt=media&token=47930284-d153-45e0-8d4c-aeb17c0172c9,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
12,11月28日,3月13日,2,4.5,2,2.2,2.8,6.16,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPizEZe_ZZj3_39QV_%2Fimage%3A301?alt=media&token=49f345c8-716f-473f-a511-31776b693469,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
13,11月28日,3月13日,2,4.7,3,2,2.7,5.4,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPjM15wn5jLRdzLfLQ%2Fimage%3A302?alt=media&token=696b220f-0a15-4379-8a84-57f28c65c22a,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
14,11月28日,3月13日,2,4.1,2,2.1,2.7,5.67,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPjpxfr6UDKiRibDcg%2Fimage%3A303?alt=media&token=4b720c0e-d3f0-4764-a6ee-ae479b226a41,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
15,11月28日,3月13日,2,4.8,3,2,2.6,5.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPkFH4DuFduNPwKmu3%2Fimage%3A304?alt=media&token=7dff6824-e8ac-4f54-b976-fb1642d882f9,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
16,11月28日,3月13日,2,4.8,3,2.1,2.4,5.04,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPl4Nkj4aiYPdht38j%2Fimage%3A305?alt=media&token=121fd3f1-8557-4c19-83fb-99395a72ab3b,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
17,11月28日,3月13日,2,4.6,3,2,2.4,4.8,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPlXEocJiGPVrQZEgO%2Fimage%3A306?alt=media&token=2a95dd42-79e2-4e51-af24-1f29fad7fb46,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
18,11月28日,3月13日,2,5,3,2,2.3,4.6,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPlmAA8Npa5cataBtn%2Fimage%3A276?alt=media&token=3a309d9d-2f4b-43f3-afec-9c8c1d0adaaf,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
19,11月28日,3月13日,2,5,3,1.8,2.2,3.96,"https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPm9pH_QUk_5RnsG6J%2Fimage%3A277?alt=media&token=b5b8e90b-cb48-4e5e-b2e8-cce87c14b5f9""",614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
20,11月28日,3月13日,2,4.9,3,1.9,2.2,4.18,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPmPY-WoP79y3qTt7i%2Fimage%3A278?alt=media&token=7a899114-3a35-4f74-9433-3cbbe83a3184,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
21,11月28日,3月13日,2,4.9,3,1.9,2.2,4.18,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPmPY-WoP79y3qTt7i%2Fimage%3A278?alt=media&token=7a899114-3a35-4f74-9433-3cbbe83a3184,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
22,11月28日,3月13日,2,4.9,3,2.1,2.4,5.04,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSPmdN_ozGbwaVJFc5-%2Fimage%3A307?alt=media&token=19880791-ac2c-45f0-8a49-c9f57a711ba3,614.28,6.17,66.84,21.14,26.24,18.83,7.41,183.70,131.80,51.90,
23,12月4日,3月13日,2,4.2,2,2.9,2.5,7.25,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSvz4kxAXaN-j4YKqEv%2Fimage%3A470?alt=media&token=e09d5d37-1625-47e8-87f5-3880f09fc511,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
24,12月4日,3月13日,2,4.2,2,3.6,2.5,9,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSvzHlePWgtVhBBs7If%2Fimage%3A471?alt=media&token=8dd034ab-f102-424f-aba3-5b678e1e2cdf,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
25,12月4日,3月13日,2,4.2,2,3.2,2.6,8.32,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSvzXfO65iiCvuXIX_r%2Fimage%3A472?alt=media&token=6a4a8eed-4ab1-4a4a-b002-14218241bc9b,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
26,12月4日,3月13日,2,4.7,3,3.3,2.7,8.91,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSvzoTSqkDtcWx5Hi3y%2Fimage%3A473?alt=media&token=004443cb-6541-4552-b982-ad8aa4eb4490,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
27,12月4日,3月13日,2,4.9,3,2.4,2.2,5.28,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw-29Rfn3FFiGcoP2n%2Fimage%3A474?alt=media&token=ef206b57-0cf3-4361-8b4f-6014c8917e47,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
28,12月4日,3月13日,2,5.7,4,2.6,2,5.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw-KckkXJC9r1U7U8y%2Fimage%3A476?alt=media&token=df72c060-ec77-430b-aa2a-4f351be8a9c8,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
29,12月4日,3月13日,2,5.2,4,2.5,2.2,5.5,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw-Za961c5zQoswn2q%2Fimage%3A477?alt=media&token=ef82650c-8422-4211-a739-6374448ce04d,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
30,12月4日,3月13日,2,5.2,4,2.3,2.1,4.83,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw-mY48gBCpJ5urj1n%2Fimage%3A479?alt=media&token=22f885a2-ba6c-454e-a4c1-43d92339e89f,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
31,12月4日,3月13日,2,5.1,4,2.4,2.2,5.28,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw006by4nhKwb4uVUN%2Fimage%3A480?alt=media&token=5250352b-5502-4c19-87f1-23e2919a1e4e,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
32,12月4日,3月13日,2,5.2,4,2.7,2.1,5.67,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw0EK0FzQcSJX5qHjT%2Fimage%3A481?alt=media&token=cce6114b-06b7-41d0-8f99-9879d011285b,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
33,12月4日,3月13日,2,5.1,4,2.5,2.3,5.75,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw0UIzaNlQtQH0OdfT%2Fimage%3A483?alt=media&token=c549cd82-54ee-4776-9d00-bc44877adc58,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
34,12月4日,3月13日,2,5.4,4,2.6,2.2,5.72,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw0m5iKLn8NcdRA3xn%2Fimage%3A484?alt=media&token=49253d29-dbf4-4089-b7ce-a5102de3e675,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
35,12月4日,3月13日,2,4.9,3,2.8,2.3,6.44,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw10mj7NM7sKvGFezr%2Fimage%3A485?alt=media&token=10eca5fd-ffb2-4487-8427-ea7b10f5f061,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
36,12月4日,3月13日,2,5,3,3,2.3,6.9,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw1DQh9nNys-p7RAA4%2Fimage%3A486?alt=media&token=7a1c6955-a0d1-4347-816e-9d06c8793cd4,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
37,12月4日,3月13日,2,3.4,1,3.5,2.6,9.1,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw1RyQS9Fb6OLMGvv1%2Fimage%3A487?alt=media&token=9d578a07-d3b8-4872-8d9c-88407ff5bc3c,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
38,12月4日,3月13日,2,4.6,3,3.1,2.7,8.37,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw1lbOoDdQWVHLhGyU%2Fimage%3A488?alt=media&token=f905622b-677e-430e-9efc-ab7f31111b29,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
39,12月4日,3月13日,2,4.5,2,2.8,2.4,6.72,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw21KvXXnkWbpqxFx9%2Fimage%3A489?alt=media&token=b97bb5a4-8cc0-4b88-bed5-cd41d9354348,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
40,12月4日,3月13日,2,4.1,2,3.2,2.9,9.28,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw2OvT20MC-3StTSTr%2Fimage%3A490?alt=media&token=99fe77cc-530d-40ed-90f8-3672a75c82ae,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
41,12月4日,3月13日,2,4,1,3.3,2.6,8.58,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw2dNn0P3gVbQfZ2H0%2Fimage%3A491?alt=media&token=2384680b-4bf2-4884-8d77-bc1d8ae052a1,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
42,12月4日,3月13日,2,4.6,3,3.1,2.6,8.06,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw2yJ1j6mAvBeC4kvO%2Fimage%3A492?alt=media&token=f99fcad4-af5a-48e3-b241-34297b251f46,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
43,12月4日,3月13日,2,4.7,3,3,2.4,7.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw3GMMMTsC2oREpA_G%2Fimage%3A493?alt=media&token=2c996b20-6c5e-461f-8bb7-403cd306ebc6,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
44,12月4日,3月13日,2,4.9,3,2.7,2.3,6.21,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw3Tuk2F2fW-MP82jC%2Fimage%3A494?alt=media&token=5d661c10-0777-4a2a-8ce2-a8f2341f993a,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
45,12月4日,3月13日,2,4.2,2,3.1,2.4,7.44,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw3mbIOdsBS7jSvdAP%2Fimage%3A495?alt=media&token=27a97a1e-ef9e-49c5-a86b-e8091d086c20,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
46,12月4日,3月13日,2,4,1,3,2.5,7.5,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw41q0DDzbR1x-g6T2%2Fimage%3A496?alt=media&token=cfe24ea9-d53f-4049-9a13-f2b6b26f75a4,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
47,12月4日,3月13日,2,4.6,3,2.9,2.5,7.25,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw4P-WtElh5TjlP-SQ%2Fimage%3A497?alt=media&token=20090331-b1e5-4063-ab4c-de39559d6eb8,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
48,12月4日,3月13日,2,4.2,2,3.2,2.8,8.96,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw4im1oBTiA7waK63o%2Fimage%3A500?alt=media&token=ab0e37d9-e1a5-4d37-abd6-a7bd0643c1ac,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
49,12月4日,3月13日,2,4.6,3,2.7,2.4,6.48,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw50cn-IVLdSrPUzXz%2Fimage%3A501?alt=media&token=e487363f-a288-4dbd-933b-277fbcf129b7,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
50,12月4日,3月13日,2,4.7,3,3,2.4,7.2,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LSw5FxHwvjeE6DeoBn_%2Fimage%3A503?alt=media&token=01c8ad8a-17ef-474f-8107-24b4b0dc3223,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
51,12月4日,3月13日,2,5.3,4,3,2.5,7.5,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT-sV9FK8vFPURsMV0U%2Fimage%3A504?alt=media&token=3ab5d329-1360-47b3-85e1-638d78b3e1cf,589.90,6.07,67.17,20.98,25.13,18.41,6.71,175.90,128.90,47.00,
52,12月6日,4月2日,2,3.8,1,3.6,2.9,10.44,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT07uX9qUKDTEnfrvmA%2Fimage%3A713?alt=media&token=2153559f-52b1-4d3b-a325-fadaf2b1585b,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,1
53,12月6日,4月2日,2,3.9,1,3,2.6,7.8,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT08BCZ5mBMr7yaR4o_%2Fimage%3A714?alt=media&token=e95e4f08-a214-4b14-bcef-e48663a2d7d5,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,2
54,12月6日,4月2日,2,4.1,2,3,2.6,7.8,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT08RjTvOKTdnHFPKBc%2Fimage%3A715?alt=media&token=1e4dd5bd-44fb-4335-8514-115cb2a1bf29,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,3
55,12月6日,4月2日,2,4,1,3.2,2.8,8.96,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT08fXqgS63VX53Su8V%2Fimage%3A716?alt=media&token=f50ed2ad-3ead-499a-81fb-6661a43afa49,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,4
56,12月6日,4月2日,2,4,1,3.4,2.8,9.52,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT08sghYh0Tq0x4jm6o%2Fimage%3A717?alt=media&token=073bb1b9-c99a-4479-9516-7d7ff277ba6e,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,5
57,12月6日,4月2日,2,4.4,2,2.9,2.5,7.25,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT09Bx6sBKYIKfEpEKW%2Fimage%3A719?alt=media&token=7c04a4bb-2c56-4ffa-88a7-2382abb152a1,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,6
58,12月6日,4月2日,2,4.1,2,3,2.5,7.5,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT09N9qPEK33MfdTy7y%2Fimage%3A720?alt=media&token=2f0d6221-a6d2-44af-bf4d-814d9da4b392,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,7
59,12月6日,4月2日,2,4.2,2,3,2.5,7.5,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT09o_vL1dyL__xp9sx%2Fimage%3A723?alt=media&token=0d8e671f-b968-4378-8dd5-90111b727bbf,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,8
60,12月6日,4月2日,2,4.3,2,3,2.5,7.5,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT09qfMgkpb-bfdYNa4%2Fimage%3A723?alt=media&token=a6ed38c1-91d1-4145-94ed-25c221242714,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,9
61,12月6日,4月2日,2,4.3,2,2.9,2.3,6.67,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT0A4fGme5w9rvpUUWE%2Fimage%3A724?alt=media&token=c79e1463-6db6-4620-8b2b-892767cb52f4,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,10
62,12月6日,4月2日,2,4.7,3,2.6,2.3,5.98,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT0AHYFCqQD6GJpibZB%2Fimage%3A725?alt=media&token=e67bf801-bf7c-4f23-b152-95b24d1433b7,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,11
63,12月6日,4月2日,2,4.5,2,3.3,2.7,8.91,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT0AZUAsFUV5qKgJ8OT%2Fimage%3A726?alt=media&token=f12e02a1-85fa-4555-9007-53a70aa020b9,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,12
64,12月6日,4月2日,2,4,1,3.2,2.6,8.32,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT0ApniYSLP0NF5qBRc%2Fimage%3A727?alt=media&token=d3d576cc-b170-49a8-b78a-827e94733c9a,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,13
65,12月6日,4月2日,2,4,1,3,2.8,8.4,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT0B6hN8gKjJhVVqZtY%2Fimage%3A728?alt=media&token=115a7c04-7cd3-4354-8690-8faadc47369a,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,14
66,12月6日,4月2日,2,4.2,2,3,2.5,7.5,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT0BKDlmxrehioela6L%2Fimage%3A729?alt=media&token=2d668040-d59a-45ca-ae6e-555e4835dd06,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,15
67,12月6日,4月2日,2,4.7,3,2.8,2.2,6.16,https://firebasestorage.googleapis.com/v0/b/apuretomato6.appspot.com/o/oU6L7oRfT7UE0vDPJT6mzz4XrOT2%2F-LT0BbGTBYZXK2kJYYqQ%2Fimage%3A730?alt=media&token=961a5efb-b0d3-4da1-a81f-a03745fd9044,595.83,6.08,67.16,21.03,25.19,18.80,6.39,176.30,131.60,44.70,16
